0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
0.7012239,0.5404887,0.98219717,0.73501235,0.54839927,0.9619984,0.70956874,0.52217877,0.91025364,0.77301824,0.6232597,0.8341072,0.7103985,0.5626127,0.47790232,0.7074355,0.7302786,0.9822428,0.6121566,0.63523054,0.9880116,0.5842886,0.74268264,0.92030865,0.5037787,0.57897604,0.9469369,0.5246345,0.57600725,0.9526425,0.48701492,0.47866577,0.94693977,0.5079117,0.7998417,0.94464797,0.4427916,0.75063103,0.9489705,0.43266067,0.6479222,0.90942854,0.384988,0.5879054,0.9092791,0.36456057,0.71244705,0.84228957,0.3872041,0.64666754,0.84677535,0.44528073,0.5839437,0.9074967,0.45619544,0.5716407,0.84043634,0.43860394,0.57375354,0.7495793,0.4779912,0.5460302,0.6885116,0.43162626,0.5519765,0.41172364,0.49166828,0.52372503,0.9151219,0.38508505,0.52464586,0.9725176,0.42786866,0.44489518,0.8988523,0.31328726,0.42546424,0.9597438,0.3660241,0.33580834,0.9226595,0.29444328,0.32259303,0.9550227,0.4362883,0.6246185,0.92112184,0.36250892,0.624705,0.94891405,0.40948445,0.5696883,0.77888435,0.31940165,0.5797254,0.8351221,0.42642587,0.68889415,0.47712106,0.40133944,0.7171775,0.5533573
0.7012239,0.5404887,0.98219717,0.73501235,0.54839927,0.9619984,0.70956874,0.52217877,0.91025364,0.77301824,0.6232597,0.8341072,0.7103985,0.5626127,0.47790232,0.7074355,0.7302786,0.9822428,0.6121566,0.63523054,0.9880116,0.5842886,0.74268264,0.92030865,0.5037787,0.57897604,0.9469369,0.5246345,0.57600725,0.9526425,0.48701492,0.47866577,0.94693977,0.5079117,0.7998417,0.94464797,0.4427916,0.75063103,0.9489705,0.43266067,0.6479222,0.90942854,0.384988,0.5879054,0.9092791,0.36456057,0.71244705,0.84228957,0.3872041,0.64666754,0.84677535,0.44528073,0.5839437,0.9074967,0.45619544,0.5716407,0.84043634,0.43860394,0.57375354,0.7495793,0.4779912,0.5460302,0.6885116,0.43162626,0.5519765,0.41172364,0.49166828,0.52372503,0.9151219,0.38508505,0.52464586,0.9725176,0.42786866,0.44489518,0.8988523,0.31328726,0.42546424,0.9597438,0.3660241,0.33580834,0.9226595,0.29444328,0.32259303,0.9550227,0.4362883,0.6246185,0.92112184,0.36250892,0.624705,0.94891405,0.40948445,0.5696883,0.77888435,0.31940165,0.5797254,0.8351221,0.42642587,0.68889415,0.47712106,0.40133944,0.7171775,0.5533573
0.7020222,0.54165924,0.98289424,0.7373849,0.5500158,0.9627714,0.7094967,0.5238652,0.9094829,0.77577776,0.62699443,0.8224896,0.7076787,0.5670675,0.46199548,0.70706445,0.7294885,0.9827524,0.6073628,0.64211667,0.9876381,0.5655751,0.73325807,0.9383537,0.49361262,0.5910322,0.94862515,0.49417895,0.5408203,0.96440303,0.46328974,0.4638607,0.953352,0.5065677,0.79567355,0.94313204,0.4375666,0.74926376,0.9438508,0.4282084,0.63575196,0.9061063,0.37574846,0.5805165,0.89729595,0.36307922,0.7005807,0.82917684,0.38268477,0.6383966,0.82421786,0.7020222,0.54165924,0.98289424,0.7373849,0.5500158,0.9627714,0.7094967,0.5238652,0.9094829,0.77577776,0.62699443,0.8224896,0.7076787,0.5670675,0.46199548,0.70706445,0.7294885,0.9827524,0.6073628,0.64211667,0.9876381,0.5655751,0.73325807,0.9383537,0.49361262,0.5910322,0.94862515,0.49417895,0.5408203,0.96440303,0.46328974,0.4638607,0.953352,0.5065677,0.79567355,0.94313204,0.4375666,0.74926376,0.9438508,0.4282084,0.63575196,0.9061063,0.37574846,0.5805165,0.89729595,0.36307922,0.7005807,0.82917684,0.38268477,0.6383966,0.82421786
0.7020222,0.54165924,0.98289424,0.7373849,0.5500158,0.9627714,0.7094967,0.5238652,0.9094829,0.77577776,0.62699443,0.8224896,0.7076787,0.5670675,0.46199548,0.70706445,0.7294885,0.9827524,0.6073628,0.64211667,0.9876381,0.5655751,0.73325807,0.9383537,0.49361262,0.5910322,0.94862515,0.49417895,0.5408203,0.96440303,0.46328974,0.4638607,0.953352,0.5065677,0.79567355,0.94313204,0.4375666,0.74926376,0.9438508,0.4282084,0.63575196,0.9061063,0.37574846,0.5805165,0.89729595,0.36307922,0.7005807,0.82917684,0.38268477,0.6383966,0.82421786,0.7020222,0.54165924,0.98289424,0.7373849,0.5500158,0.9627714,0.7094967,0.5238652,0.9094829,0.77577776,0.62699443,0.8224896,0.7076787,0.5670675,0.46199548,0.70706445,0.7294885,0.9827524,0.6073628,0.64211667,0.9876381,0.5655751,0.73325807,0.9383537,0.49361262,0.5910322,0.94862515,0.49417895,0.5408203,0.96440303,0.46328974,0.4638607,0.953352,0.5065677,0.79567355,0.94313204,0.4375666,0.74926376,0.9438508,0.4282084,0.63575196,0.9061063,0.37574846,0.5805165,0.89729595,0.36307922,0.7005807,0.82917684,0.38268477,0.6383966,0.82421786
0.70435745,0.5467229,0.98138785,0.74168175,0.55304676,0.95970273,0.71328056,0.5277815,0.900596,0.7841298,0.62952936,0.8043322,0.7129637,0.57020605,0.4336288,0.7109356,0.73504794,0.98040956,0.6069268,0.65325797,0.98341644,0.55780154,0.73047376,0.93660134,0.4964122,0.60895085,0.9333181,0.49226636,0.5376136,0.9662624,0.4846217,0.4894538,0.9471918,0.50453484,0.7931639,0.93108165,0.43140808,0.7492993,0.9254014,0.42561474,0.64632034,0.8858379,0.36832833,0.5966983,0.86326903,0.36712795,0.71563756,0.7728152,0.38310894,0.66020554,0.7500837,0.45785618,0.5831685,0.96093744,0.46816164,0.56929624,0.90889496,0.44892764,0.5729859,0.9035682,0.48214307,0.5415068,0.67802256,0.43315738,0.55292547,0.6135716,0.4827544,0.5161203,0.9319491,0.3878562,0.53479934,0.98212147,0.42852217,0.4488906,0.90041035,0.3321671,0.4596991,0.9660224,0.36894518,0.35348934,0.9349029,0.3042705,0.33432528,0.96608967,0.42358023,0.612136,0.8961447,0.3585873,0.6192771,0.9351193,0.39862835,0.54206675,0.7631758,0.32105097,0.56200206,0.8277496,0.41864794,0.6662981,0.47536305,0.40588456,0.69540244,0.5514508
0.70435745,0.5467229,0.98138785,0.74168175,0.55304676,0.95970273,0.71328056,0.5277815,0.900596,0.7841298,0.62952936,0.8043322,0.7129637,0.57020605,0.4336288,0.7109356,0.73504794,0.98040956,0.6069268,0.65325797,0.98341644,0.55780154,0.73047376,0.93660134,0.4964122,0.60895085,0.9333181,0.49226636,0.5376136,0.9662624,0.4846217,0.4894538,0.9471918,0.50453484,0.7931639,0.93108165,0.43140808,0.7492993,0.9254014,0.42561474,0.64632034,0.8858379,0.36832833,0.5966983,0.86326903,0.36712795,0.71563756,0.7728152,0.38310894,0.66020554,0.7500837,0.45785618,0.5831685,0.96093744,0.46816164,0.56929624,0.90889496,0.44892764,0.5729859,0.9035682,0.48214307,0.5415068,0.67802256,0.43315738,0.55292547,0.6135716,0.4827544,0.5161203,0.9319491,0.3878562,0.53479934,0.98212147,0.42852217,0.4488906,0.90041035,0.3321671,0.4596991,0.9660224,0.36894518,0.35348934,0.9349029,0.3042705,0.33432528,0.96608967,0.42358023,0.612136,0.8961447,0.3585873,0.6192771,0.9351193,0.39862835,0.54206675,0.7631758,0.32105097,0.56200206,0.8277496,0.41864794,0.6662981,0.47536305,0.40588456,0.69540244,0.5514508
0.7062826,0.5487639,0.9763156,0.7430881,0.5541168,0.9568381,0.7164825,0.5294512,0.86153823,0.7856917,0.6307775,0.803686,0.71908957,0.57242423,0.34040278,0.70636016,0.73729277,0.9791333,0.62065977,0.6557263,0.97057074,0.5508483,0.7297617,0.93917716,0.4997086,0.6077161,0.88402,0.49206907,0.5499062,0.9671734,0.48303366,0.49787512,0.92139333,0.5017704,0.7816796,0.92415375,0.44176096,0.7371856,0.8954666,0.41163826,0.62208164,0.9013026,0.36865535,0.571732,0.8499774,0.3538076,0.68513525,0.8342455,0.36770824,0.62867033,0.7864851,0.4587205,0.5831134,0.9075985,0.46611342,0.5696931,0.812488,0.44937617,0.5746449,0.78668416,0.4799396,0.5404976,0.69608486,0.4365271,0.55386484,0.5857057,0.49970904,0.5190302,0.95548916,0.38488638,0.5121573,0.9843364,0.46207848,0.48001656,0.92973465,0.31117395,0.41246897,0.9732131,0.43550038,0.43475276,0.9374661,0.29240352,0.3316725,0.96457046,0.4276719,0.5884938,0.9574269,0.35064906,0.58749473,0.97138244,0.4192701,0.52945334,0.87915224,0.3150329,0.54453623,0.91169167,0.44005933,0.65526474,0.6518627,0.39486164,0.69876105,0.7114235
0.7062826,0.5487639,0.9763156,0.7430881,0.5541168,0.9568381,0.7164825,0.5294512,0.86153823,0.7856917,0.6307775,0.803686,0.71908957,0.57242423,0.34040278,0.70636016,0.73729277,0.9791333,0.62065977,0.6557263,0.97057074,0.5508483,0.7297617,0.93917716,0.4997086,0.6077161,0.88402,0.49206907,0.5499062,0.9671734,0.48303366,0.49787512,0.92139333,0.5017704,0.7816796,0.92415375,0.44176096,0.7371856,0.8954666,0.41163826,0.62208164,0.9013026,0.36865535,0.571732,0.8499774,0.3538076,0.68513525,0.8342455,0.36770824,0.62867033,0.7864851,0.4587205,0.5831134,0.9075985,0.46611342,0.5696931,0.812488,0.44937617,0.5746449,0.78668416,0.4799396,0.5404976,0.69608486,0.4365271,0.55386484,0.5857057,0.49970904,0.5190302,0.95548916,0.38488638,0.5121573,0.9843364,0.46207848,0.48001656,0.92973465,0.31117395,0.41246897,0.9732131,0.43550038,0.43475276,0.9374661,0.29240352,0.3316725,0.96457046,0.4276719,0.5884938,0.9574269,0.35064906,0.58749473,0.97138244,0.4192701,0.52945334,0.87915224,0.3150329,0.54453623,0.91169167,0.44005933,0.65526474,0.6518627,0.39486164,0.69876105,0.7114235
0.70768535,0.54845405,0.96541846,0.7422151,0.55274516,0.94297683,0.7204939,0.5304782,0.79683745,0.7795533,0.6260374,0.75591546,0.72648793,0.5733105,0.262391,0.67940396,0.7224238,0.9674991,0.64035815,0.65785724,0.92004913,0.5150922,0.6847331,0.9328902,0.513168,0.60389787,0.750544,0.48613057,0.53320086,0.9602155,0.49945983,0.5108427,0.8515885,0.48957667,0.7855655,0.86947715,0.45859876,0.74894875,0.7698253,0.4045721,0.62169677,0.8473135,0.38410375,0.58220845,0.7119382,0.36124963,0.6952364,0.77293015,0.3673506,0.64519066,0.6595182,0.45183793,0.58717453,0.90907305,0.46128973,0.5707372,0.81447405,0.43797445,0.5713806,0.7496082,0.4812637,0.53241473,0.50682044,0.4150719,0.5362524,0.35525957,0.5142549,0.5220501,0.9510269,0.3618308,0.49747378,0.95851195,0.52211857,0.5509998,0.9284832,0.32466802,0.43060628,0.92710745,0.5130429,0.53014845,0.94002485,0.305593,0.34584656,0.92425674,0.4411636,0.6011969,0.9544949,0.33958918,0.59438485,0.95261437,0.43853998,0.5276827,0.9243175,0.30478576,0.5351737,0.9195489,0.46506986,0.64959973,0.8154426,0.40589014,0.6786395,0.8131339
0.70768535,0.54845405,0.96541846,0.7422151,0.55274516,0.94297683,0.7204939,0.5304782,0.79683745,0.7795533,0.6260374,0.75591546,0.72648793,0.5733105,0.262391,0.67940396,0.7224238,0.9674991,0.64035815,0.65785724,0.92004913,0.5150922,0.6847331,0.9328902,0.513168,0.60389787,0.750544,0.48613057,0.53320086,0.9602155,0.49945983,0.5108427,0.8515885,0.48957667,0.7855655,0.86947715,0.45859876,0.74894875,0.7698253,0.4045721,0.62169677,0.8473135,0.38410375,0.58220845,0.7119382,0.36124963,0.6952364,0.77293015,0.3673506,0.64519066,0.6595182,0.45183793,0.58717453,0.90907305,0.46128973,0.5707372,0.81447405,0.43797445,0.5713806,0.7496082,0.4812637,0.53241473,0.50682044,0.4150719,0.5362524,0.35525957,0.5142549,0.5220501,0.9510269,0.3618308,0.49747378,0.95851195,0.52211857,0.5509998,0.9284832,0.32466802,0.43060628,0.92710745,0.5130429,0.53014845,0.94002485,0.305593,0.34584656,0.92425674,0.4411636,0.6011969,0.9544949,0.33958918,0.59438485,0.95261437,0.43853998,0.5276827,0.9243175,0.30478576,0.5351737,0.9195489,0.46506986,0.64959973,0.8154426,0.40589014,0.6786395,0.8131339
