0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
0.29642826,0.3003888,0.97204393,0.30296612,0.28735423,0.9582112,0.28677028,0.29108658,0.9020398,0.3263558,0.27975336,0.8362173,0.28782785,0.2892426,0.39966327,0.36578485,0.31781596,0.9632513,0.30540636,0.33833754,0.97593915,0.40143138,0.39125103,0.7762144,0.31567818,0.430609,0.8393221,0.3795573,0.45937085,0.70168203,0.31572828,0.5109577,0.7338862,0.38657814,0.47248468,0.9889036,0.34943527,0.47960168,0.9910238,0.37854552,0.6059188,0.9808462,0.35015672,0.6115738,0.9849272,0.3819186,0.7510911,0.93860996,0.36136383,0.75401336,0.9517221,0.36601162,0.4188528,0.9157436,0.3673068,0.40632373,0.87453985,0.36007068,0.4105855,0.47361425,0.38495532,0.3860027,0.8007062,0.36135298,0.3963099,0.16359206,0.43429366,0.400644,0.9985763,0.38715306,0.41818723,0.96567786,0.46847424,0.46679145,0.9972103,0.40665182,0.49507418,0.8206885,0.43430224,0.54828656,0.99115986,0.37753496,0.57585615,0.8348205,0.4931593,0.5167368,0.9998054,0.4553048,0.52480936,0.998966,0.50949633,0.6424741,0.99972683,0.45574293,0.6505946,0.9987109,0.54953593,0.76725566,0.99748886,0.47278923,0.7713295,0.99324095
0.29642826,0.3003888,0.97204393,0.30296612,0.28735423,0.9582112,0.28677028,0.29108658,0.9020398,0.3263558,0.27975336,0.8362173,0.28782785,0.2892426,0.39966327,0.36578485,0.31781596,0.9632513,0.30540636,0.33833754,0.97593915,0.40143138,0.39125103,0.7762144,0.31567818,0.430609,0.8393221,0.3795573,0.45937085,0.70168203,0.31572828,0.5109577,0.7338862,0.38657814,0.47248468,0.9889036,0.34943527,0.47960168,0.9910238,0.37854552,0.6059188,0.9808462,0.35015672,0.6115738,0.9849272,0.3819186,0.7510911,0.93860996,0.36136383,0.75401336,0.9517221,0.36601162,0.4188528,0.9157436,0.3673068,0.40632373,0.87453985,0.36007068,0.4105855,0.47361425,0.38495532,0.3860027,0.8007062,0.36135298,0.3963099,0.16359206,0.43429366,0.400644,0.9985763,0.38715306,0.41818723,0.96567786,0.46847424,0.46679145,0.9972103,0.40665182,0.49507418,0.8206885,0.43430224,0.54828656,0.99115986,0.37753496,0.57585615,0.8348205,0.4931593,0.5167368,0.9998054,0.4553048,0.52480936,0.998966,0.50949633,0.6424741,0.99972683,0.45574293,0.6505946,0.9987109,0.54953593,0.76725566,0.99748886,0.47278923,0.7713295,0.99324095
0.29645246,0.299966,0.9748241,0.30286646,0.28667623,0.95923656,0.28647467,0.29064584,0.91561997,0.3261755,0.27879137,0.83096725,0.28714246,0.28893843,0.44038206,0.366426,0.31714147,0.96215343,0.30467036,0.33864135,0.9804529,0.40250564,0.3929899,0.7605595,0.31445807,0.43340173,0.86802745,0.37834007,0.46028432,0.69489896,0.31601548,0.51264286,0.7692568,0.387813,0.47162157,0.9884166,0.34991288,0.47910237,0.99173766,0.3785122,0.6050029,0.97979933,0.35007393,0.610997,0.98585945,0.3815775,0.75147694,0.9346704,0.3617719,0.75475144,0.9523743,0.36503282,0.41850442,0.9107982,0.3664017,0.4059723,0.8646306,0.3591123,0.41026753,0.46086377,0.38391727,0.38602856,0.79334974,0.36018747,0.3963926,0.16564108,0.43399382,0.4008316,0.99858546,0.3852821,0.41856486,0.96706814,0.4688893,0.467292,0.9972778,0.40396214,0.49637848,0.83053464,0.43364114,0.5492416,0.9914409,0.37500876,0.5790878,0.84298104,0.49312606,0.5157743,0.99981326,0.4542648,0.52393013,0.99902534,0.50921524,0.64181596,0.99973303,0.45472112,0.64988285,0.9987583,0.5491545,0.7670029,0.99749243,0.47203523,0.77095515,0.9933141
0.29645246,0.299966,0.9748241,0.30286646,0.28667623,0.95923656,0.28647467,0.29064584,0.91561997,0.3261755,0.27879137,0.83096725,0.28714246,0.28893843,0.44038206,0.366426,0.31714147,0.96215343,0.30467036,0.33864135,0.9804529,0.40250564,0.3929899,0.7605595,0.31445807,0.43340173,0.86802745,0.37834007,0.46028432,0.69489896,0.31601548,0.51264286,0.7692568,0.387813,0.47162157,0.9884166,0.34991288,0.47910237,0.99173766,0.3785122,0.6050029,0.97979933,0.35007393,0.610997,0.98585945,0.3815775,0.75147694,0.9346704,0.3617719,0.75475144,0.9523743,0.36503282,0.41850442,0.9107982,0.3664017,0.4059723,0.8646306,0.3591123,0.41026753,0.46086377,0.38391727,0.38602856,0.79334974,0.36018747,0.3963926,0.16564108,0.43399382,0.4008316,0.99858546,0.3852821,0.41856486,0.96706814,0.4688893,0.467292,0.9972778,0.40396214,0.49637848,0.83053464,0.43364114,0.5492416,0.9914409,0.37500876,0.5790878,0.84298104,0.49312606,0.5157743,0.99981326,0.4542648,0.52393013,0.99902534,0.50921524,0.64181596,0.99973303,0.45472112,0.64988285,0.9987583,0.5491545,0.7670029,0.99749243,0.47203523,0.77095515,0.9933141
0.29644105,0.30002823,0.9742954,0.3028235,0.28670412,0.9584463,0.28646618,0.29071465,0.914127,0.32631657,0.27872625,0.8299535,0.28731462,0.2889998,0.43600118,0.36671314,0.31716138,0.96110684,0.304836,0.33881837,0.9805762,0.40218696,0.39333016,0.75584245,0.31415567,0.4341227,0.87009555,0.37701434,0.45904177,0.6919637,0.3157702,0.51381534,0.7713159,0.38796085,0.47186628,0.9884576,0.34986752,0.47943202,0.991905,0.3792255,0.6050416,0.98014015,0.35006562,0.61102515,0.98632705,0.38228077,0.7515154,0.9362899,0.3612303,0.7549891,0.9541429,0.36493832,0.41852078,0.9122224,0.36639497,0.40597072,0.86827177,0.35896048,0.41024986,0.468928,0.38386494,0.38625222,0.7929419,0.3597452,0.39651573,0.16532052,0.43374673,0.4012372,0.9985286,0.38502494,0.41875124,0.9648474,0.46981806,0.4671425,0.99711275,0.40461025,0.49567184,0.8185921,0.43618923,0.54840034,0.9909514,0.37689453,0.5777186,0.8333146,0.49315724,0.5153241,0.99979943,0.45431408,0.5234636,0.99894077,0.5093175,0.6408521,0.9997235,0.45481378,0.6488636,0.9986999,0.54927707,0.7666155,0.99748224,0.47210622,0.7705096,0.99323153
0.29644105,0.30002823,0.9742954,0.3028235,0.28670412,0.9584463,0.28646618,0.29071465,0.914127,0.32631657,0.27872625,0.8299535,0.28731462,0.2889998,0.43600118,0.36671314,0.31716138,0.96110684,0.304836,0.33881837,0.9805762,0.40218696,0.39333016,0.75584245,0.31415567,0.4341227,0.87009555,0.37701434,0.45904177,0.6919637,0.3157702,0.51381534,0.7713159,0.38796085,0.47186628,0.9884576,0.34986752,0.47943202,0.991905,0.3792255,0.6050416,0.98014015,0.35006562,0.61102515,0.98632705,0.38228077,0.7515154,0.9362899,0.3612303,0.7549891,0.9541429,0.36493832,0.41852078,0.9122224,0.36639497,0.40597072,0.86827177,0.35896048,0.41024986,0.468928,0.38386494,0.38625222,0.7929419,0.3597452,0.39651573,0.16532052,0.43374673,0.4012372,0.9985286,0.38502494,0.41875124,0.9648474,0.46981806,0.4671425,0.99711275,0.40461025,0.49567184,0.8185921,0.43618923,0.54840034,0.9909514,0.37689453,0.5777186,0.8333146,0.49315724,0.5153241,0.99979943,0.45431408,0.5234636,0.99894077,0.5093175,0.6408521,0.9997235,0.45481378,0.6488636,0.9986999,0.54927707,0.7666155,0.99748224,0.47210622,0.7705096,0.99323153
0.29637447,0.29971734,0.97640365,0.3026392,0.28614467,0.9616656,0.2861746,0.2904193,0.91974735,0.3261142,0.2780013,0.8384132,0.28683883,0.28892857,0.44765,0.36711344,0.31682974,0.96383536,0.3047678,0.3389271,0.98158675,0.40254146,0.39401364,0.7672925,0.31386828,0.43504184,0.87359303,0.3743435,0.45756403,0.7055337,0.3157808,0.51504326,0.7777119,0.38914698,0.47158605,0.9886762,0.3504362,0.4794206,0.991954,0.38175207,0.6051968,0.97999346,0.35037917,0.61131525,0.9860379,0.38711607,0.75311565,0.9339454,0.36201644,0.7572513,0.95203304,0.36473042,0.4192427,0.92715335,0.36667734,0.40649104,0.88374907,0.3582386,0.41093144,0.5296723,0.38465658,0.38673806,0.79150105,0.35770625,0.39728564,0.1901142,0.43454537,0.40209943,0.9985922,0.3813652,0.41973734,0.97048426,0.46859655,0.46873227,0.99710923,0.39938635,0.49690193,0.84164613,0.43187228,0.5507995,0.99123377,0.37431458,0.5780528,0.85368043,0.4936644,0.51554275,0.99980277,0.45189634,0.5239107,0.99902546,0.5096667,0.6405618,0.9997222,0.4530704,0.64903134,0.9987702,0.5489659,0.76602477,0.99744,0.47190112,0.7705356,0.9933827
0.29637447,0.29971734,0.97640365,0.3026392,0.28614467,0.9616656,0.2861746,0.2904193,0.91974735,0.3261142,0.2780013,0.8384132,0.28683883,0.28892857,0.44765,0.36711344,0.31682974,0.96383536,0.3047678,0.3389271,0.98158675,0.40254146,0.39401364,0.7672925,0.31386828,0.43504184,0.87359303,0.3743435,0.45756403,0.7055337,0.3157808,0.51504326,0.7777119,0.38914698,0.47158605,0.9886762,0.3504362,0.4794206,0.991954,0.38175207,0.6051968,0.97999346,0.35037917,0.61131525,0.9860379,0.38711607,0.75311565,0.9339454,0.36201644,0.7572513,0.95203304,0.36473042,0.4192427,0.92715335,0.36667734,0.40649104,0.88374907,0.3582386,0.41093144,0.5296723,0.38465658,0.38673806,0.79150105,0.35770625,0.39728564,0.1901142,0.43454537,0.40209943,0.9985922,0.3813652,0.41973734,0.97048426,0.46859655,0.46873227,0.99710923,0.39938635,0.49690193,0.84164613,0.43187228,0.5507995,0.99123377,0.37431458,0.5780528,0.85368043,0.4936644,0.51554275,0.99980277,0.45189634,0.5239107,0.99902546,0.5096667,0.6405618,0.9997222,0.4530704,0.64903134,0.9987702,0.5489659,0.76602477,0.99744,0.47190112,0.7705356,0.9933827
0.29628175,0.29989016,0.975684,0.30260247,0.28643984,0.96104115,0.28623718,0.29046512,0.9164114,0.3260277,0.27839926,0.8357664,0.28682393,0.28870788,0.43568438,0.3667764,0.31690836,0.96399695,0.30447334,0.33859253,0.98049,0.40259188,0.39407632,0.77135164,0.31431916,0.4352823,0.86702365,0.37705436,0.458558,0.7048882,0.31668925,0.5164655,0.7673858,0.38966924,0.47092372,0.9890688,0.3507356,0.4787032,0.9919682,0.38293043,0.6046673,0.981222,0.34969512,0.6106815,0.9864681,0.38957644,0.7535394,0.9386079,0.36155978,0.7572232,0.95449924,0.36418778,0.41950798,0.9318998,0.36610729,0.40664476,0.8892406,0.35767433,0.41123906,0.53682613,0.38480815,0.38638777,0.8057916,0.3578825,0.39747563,0.19519062,0.43574753,0.40189284,0.9987588,0.38226563,0.42087126,0.97634864,0.46738783,0.4718543,0.99746954,0.40159827,0.5018529,0.8700871,0.42466196,0.5577272,0.9923435,0.37426502,0.58461535,0.8759158,0.4951152,0.5170902,0.9998323,0.4529985,0.5256735,0.9992119,0.509704,0.64213485,0.9997483,0.45252648,0.6509825,0.9989348,0.548964,0.7662112,0.9975479,0.47290212,0.77046144,0.9938846
0.29628175,0.29989016,0.975684,0.30260247,0.28643984,0.96104115,0.28623718,0.29046512,0.9164114,0.3260277,0.27839926,0.8357664,0.28682393,0.28870788,0.43568438,0.3667764,0.31690836,0.96399695,0.30447334,0.33859253,0.98049,0.40259188,0.39407632,0.77135164,0.31431916,0.4352823,0.86702365,0.37705436,0.458558,0.7048882,0.31668925,0.5164655,0.7673858,0.38966924,0.47092372,0.9890688,0.3507356,0.4787032,0.9919682,0.38293043,0.6046673,0.981222,0.34969512,0.6106815,0.9864681,0.38957644,0.7535394,0.9386079,0.36155978,0.7572232,0.95449924,0.36418778,0.41950798,0.9318998,0.36610729,0.40664476,0.8892406,0.35767433,0.41123906,0.53682613,0.38480815,0.38638777,0.8057916,0.3578825,0.39747563,0.19519062,0.43574753,0.40189284,0.9987588,0.38226563,0.42087126,0.97634864,0.46738783,0.4718543,0.99746954,0.40159827,0.5018529,0.8700871,0.42466196,0.5577272,0.9923435,0.37426502,0.58461535,0.8759158,0.4951152,0.5170902,0.9998323,0.4529985,0.5256735,0.9992119,0.509704,0.64213485,0.9997483,0.45252648,0.6509825,0.9989348,0.548964,0.7662112,0.9975479,0.47290212,0.77046144,0.9938846
